#race_year,race_id,race_country,finishing_position,car_number,driver_name,team,laps,time_in_milliseconds_measured_or_inferred,grid_starting_position
2013,907,Korea,6,3,Fernando Alonso,Ferrari,55,6219801,5
2013,907,Korea,7,9,Nico Rosberg,Mercedes,55,6220301,4
2013,907,Korea,8,5,Jenson Button,McLaren-Mercedes,55,6225901,11
2013,907,Korea,9,4,Felipe Massa,Ferrari,55,6228001,6
2013,907,Korea,10,6,Sergio Perez,McLaren-Mercedes,55,6228801,10
2013,907,Korea,11,12,Esteban Gutierrez,Sauber-Ferrari,55,6229601,8
2013,907,Korea,12,17,Valtteri  Bottas,Williams-Renault,55,6240701,17
2013,907,Korea,13,16,Pastor Maldonado,Williams-Renault,55,6243701,18
2013,907,Korea,14,20,Charles Pic,Caterham-Renault,55,6257201,19
2013,907,Korea,15,21,Giedo van der Garde,Caterham-Renault,55,6258201,20
2013,907,Korea,16,22,Jules Bianchi,Marussia-Cosworth,55,6261601,22
2013,907,Korea,17,23,Max Chilton,Marussia-Cosworth,55,6266501,21
2013,908,Japan,1,1,Sebastian Vettel,Red Bull Racing-Renault,53,5209301,2
2013,908,Japan,2,2,Mark Webber,Red Bull Racing-Renault,53,5216401,1
2013,908,Japan,3,8,Romain Grosjean,Lotus-Renault,53,5219201,4
2013,908,Japan,4,3,Fernando Alonso,Ferrari,53,5254901,8
2013,908,Japan,6,11,Nico Hulkenberg,Sauber-Ferrari,53,5260901,7
2013,908,Japan,7,12,Esteban Gutierrez,Sauber-Ferrari,53,5280901,14
2013,908,Japan,8,9,Nico Rosberg,Mercedes,53,5281301,6
2013,908,Japan,9,5,Jenson Button,McLaren-Mercedes,53,5290101,10
2013,908,Japan,10,4,Felipe Massa,Ferrari,53,5298501,5
2013,908,Japan,11,14,Paul di Resta,Force India-Mercedes,53,5307801,12
2013,908,Japan,12,18,Jean-Eric Vergne,STR-Ferrari,52,5307695,17
2013,908,Japan,13,19,Daniel Ricciardo,STR-Ferrari,52,5307642,16
2013,908,Japan,14,15,Adrian Sutil,Force India-Mercedes,52,5307616,22
2013,908,Japan,15,6,Sergio Perez,McLaren-Mercedes,52,5307603,11
2013,908,Japan,16,16,Pastor Maldonado,Williams-Renault,52,5307596,15
2013,908,Japan,17,17,Valtteri  Bottas,Williams-Renault,52,5307593,13
2013,908,Japan,18,20,Charles Pic,Caterham-Renault,52,5307591,20
2013,908,Japan,19,23,Max Chilton,Marussia-Cosworth,52,5307590,18
2013,909,India,1,1,Sebastian Vettel,Red Bull Racing-Renault,60,5472187,1
2013,909,India,2,9,Nico Rosberg,Mercedes,60,5501987,2
2013,909,India,3,8,Romain Grosjean,Lotus-Renault,60,5511987,17
2013,909,India,4,4,Felipe Massa,Ferrari,60,5513787,5
2013,909,India,5,6,Sergio Perez,McLaren-Mercedes,60,5515987,9
2013,909,India,6,10,Lewis Hamilton,Mercedes,60,5524587,3
2013,909,India,8,14,Paul di Resta,Force India-Mercedes,60,5544987,12
2013,909,India,9,15,Adrian Sutil,Force India-Mercedes,60,5546887,13
2013,909,India,10,19,Daniel Ricciardo,STR-Ferrari,60,5548387,11
2013,909,India,11,3,Fernando Alonso,Ferrari,60,5550387,8
2013,909,India,12,16,Pastor Maldonado,Williams-Renault,60,5551087,18
2013,909,India,13,18,Jean-Eric Vergne,STR-Ferrari,59,5557239,14
2013,909,India,14,5,Jenson Button,McLaren-Mercedes,59,5560315,10
2013,909,India,15,12,Esteban Gutierrez,Sauber-Ferrari,59,5561853,16
2013,909,India,16,17,Valtteri  Bottas,Williams-Renault,59,5562622,15
2013,909,India,17,23,Max Chilton,Marussia-Cosworth,58,5608608,22
2013,909,India,18,22,Jules Bianchi,Marussia-Cosworth,58,5631601,19
2013,910,Abu Dhabi,1,1,Sebastian Vettel,Red Bull Racing-Renault,55,5886106,2
2013,910,Abu Dhabi,2,2,Mark Webber,Red Bull Racing-Renault,55,5916906,1
2013,910,Abu Dhabi,3,9,Nico Rosberg,Mercedes,55,5919706,3
2013,910,Abu Dhabi,4,8,Romain Grosjean,Lotus-Renault,55,5920906,6
2013,910,Abu Dhabi,5,3,Fernando Alonso,Ferrari,55,5953206,10
2013,910,Abu Dhabi,6,14,Paul di Resta,Force India-Mercedes,55,5964206,11
2013,910,Abu Dhabi,7,10,Lewis Hamilton,Mercedes,55,5965306,4
2013,910,Abu Dhabi,8,4,Felipe Massa,Ferrari,55,5968906,7
2013,910,Abu Dhabi,9,6,Sergio Perez,McLaren-Mercedes,55,5977206,8
2013,910,Abu Dhabi,10,15,Adrian Sutil,Force India-Mercedes,55,5979306,17
2013,910,Abu Dhabi,11,16,Pastor Maldonado,Williams-Renault,55,5982006,14
2013,910,Abu Dhabi,12,5,Jenson Button,McLaren-Mercedes,55,5989806,12
2013,910,Abu Dhabi,13,12,Esteban Gutierrez,Sauber-Ferrari,55,5990306,16
2013,910,Abu Dhabi,14,11,Nico Hulkenberg,Sauber-Ferrari,54,5991716,5
2013,910,Abu Dhabi,15,17,Valtteri  Bottas,Williams-Renault,54,5992421,15
2013,910,Abu Dhabi,16,19,Daniel Ricciardo,STR-Ferrari,54,5992774,9
2013,910,Abu Dhabi,17,18,Jean-Eric Vergne,STR-Ferrari,54,5992950,13
2013,910,Abu Dhabi,18,21,Giedo van der Garde,Caterham-Renault,54,5993038,18
2013,910,Abu Dhabi,19,20,Charles Pic,Caterham-Renault,54,5993082,19
2013,910,Abu Dhabi,20,22,Jules Bianchi,Marussia-Cosworth,53,6046614,21
2013,910,Abu Dhabi,21,23,Max Chilton,Marussia-Cosworth,53,6073380,20
2013,911,United States,1,1,Sebastian Vettel,Red Bull Racing-Renault,56,5957148,1
2013,911,United States,2,8,Romain Grosjean,Lotus-Renault,56,5963348,3
2013,911,United States,3,2,Mark Webber,Red Bull Racing-Renault,56,5965448,2
2013,911,United States,4,10,Lewis Hamilton,Mercedes,56,5984448,5
2013,911,United States,5,3,Fernando Alonso,Ferrari,56,5986648,6
2013,911,United States,6,11,Nico Hulkenberg,Sauber-Ferrari,56,5987548,4
2013,911,United States,7,6,Sergio Perez,McLaren-Mercedes,56,6003748,7
2013,911,United States,8,17,Valtteri  Bottas,Williams-Renault,56,6011648,9
2013,911,United States,9,9,Nico Rosberg,Mercedes,56,6016248,12
2013,911,United States,10,5,Jenson Button,McLaren-Mercedes,56,6034348,15
2013,911,United States,11,19,Daniel Ricciardo,STR-Ferrari,56,6038148,10
2013,911,United States,12,4,Felipe Massa,Ferrari,56,6044048,13
2013,911,United States,13,12,Esteban Gutierrez,Sauber-Ferrari,56,6048848,20
2013,911,United States,14,7,Heikki Kovalainen,Lotus-Renault,56,6052148,8
2013,911,United States,15,14,Paul di Resta,Force India-Mercedes,56,6053948,11
2013,911,United States,16,18,Jean-Eric Vergne,STR-Ferrari,56,6061648,14
2013,911,United States,17,16,Pastor Maldonado,Williams-Renault,55,6062587,17
2013,911,United States,18,22,Jules Bianchi,Marussia-Cosworth,55,6063056,19
2013,911,United States,19,21,Giedo van der Garde,Caterham-Renault,55,6063291,18
2013,911,United States,20,20,Charles Pic,Caterham-Renault,55,6063408,22
2013,911,United States,21,23,Max Chilton,Marussia-Cosworth,54,6116656,21
2013,912,Brazil,1,1,Sebastian Vettel,Red Bull Racing-Renault,71,5556300,1
2013,912,Brazil,2,2,Mark Webber,Red Bull Racing-Renault,71,5566700,4
2013,912,Brazil,3,3,Fernando Alonso,Ferrari,71,5575200,3
2013,912,Brazil,4,5,Jenson Button,McLaren-Mercedes,71,5593600,14
2013,912,Brazil,5,9,Nico Rosberg,Mercedes,71,5595300,2
2013,912,Brazil,6,6,Sergio Perez,McLaren-Mercedes,71,5600300,19
2013,912,Brazil,7,4,Felipe Massa,Ferrari,71,5605400,9
2013,912,Brazil,8,11,Nico Hulkenberg,Sauber-Ferrari,71,5620500,10
2013,912,Brazil,9,10,Lewis Hamilton,Mercedes,71,5629200,5
2013,912,Brazil,10,19,Daniel Ricciardo,STR-Ferrari,70,5631879,7
2013,912,Brazil,11,14,Paul di Resta,Force India-Mercedes,70,5633218,12
2013,912,Brazil,12,12,Esteban Gutierrez,Sauber-Ferrari,70,5633888,17
2013,912,Brazil,13,15,Adrian Sutil,Force India-Mercedes,70,5634223,15
2013,912,Brazil,14,7,Heikki Kovalainen,Lotus-Renault,70,5634390,11
2013,912,Brazil,15,18,Jean-Eric Vergne,STR-Ferrari,70,5634474,8
2013,912,Brazil,16,16,Pastor Maldonado,Williams-Renault,70,5634516,16
2013,912,Brazil,17,22,Jules Bianchi,Marussia-Cosworth,69,5673666,21
2013,912,Brazil,18,21,Giedo van der Garde,Caterham-Renault,69,5693241,20
2013,912,Brazil,19,23,Max Chilton,Marussia-Cosworth,69,5703028,22
2012,864,Australia,1,3,Jenson Button,McLaren-Mercedes,58,5649565,2
2012,864,Australia,2,1,Sebastian Vettel,Red Bull Racing-Renault,58,5651665,6
2012,864,Australia,3,4,Lewis Hamilton,McLaren-Mercedes,58,5653565,1
2012,864,Australia,4,2,Mark Webber,Red Bull Racing-Renault,58,5654065,5
2012,864,Australia,5,5,Fernando Alonso,Ferrari,58,5671065,12
2012,864,Australia,6,14,Kamui Kobayashi,Sauber-Ferrari,58,5686265,13
2012,864,Australia,8,15,Sergio Perez,Sauber-Ferrari,58,5688965,22
2012,864,Australia,9,16,Daniel Ricciardo,STR-Ferrari,58,5689065,10
2012,864,Australia,10,11,Paul di Resta,Force India-Mercedes,58,5689265,15
2012,864,Australia,11,17,Jean-Eric Vergne,STR-Ferrari,58,5689365,11
2012,864,Australia,12,8,Nico Rosberg,Mercedes,58,5707165,7
2012,864,Australia,14,24,Timo Glock,Marussia-Cosworth,57,5727068,20
2012,865,Malaysia,1,5,Fernando Alonso,Ferrari,56,9891812,8
2012,865,Malaysia,2,15,Sergio Perez,Sauber-Ferrari,56,9894012,9
2012,865,Malaysia,3,4,Lewis Hamilton,McLaren-Mercedes,56,9906312,1
2012,865,Malaysia,4,2,Mark Webber,Red Bull Racing-Renault,56,9909412,4
2012,865,Malaysia,6,19,Bruno Senna,Williams-Renault,56,9929412,13
2012,865,Malaysia,7,11,Paul di Resta,Force India-Mercedes,56,9936212,14
2012,865,Malaysia,8,17,Jean-Eric Vergne,STR-Ferrari,56,9938712,18
2012,865,Malaysia,9,12,Nico Hulkenberg,Force India-Mercedes,56,9939612,16
2012,865,Malaysia,10,7,Michael Schumacher,Mercedes,56,9941712,3
2012,865,Malaysia,11,1,Sebastian Vettel,Red Bull Racing-Renault,56,9967312,5
2012,865,Malaysia,12,16,Daniel Ricciardo,STR-Ferrari,56,9968612,15
2012,865,Malaysia,13,8,Nico Rosberg,Mercedes,56,9970312,7
2012,865,Malaysia,14,3,Jenson Button,McLaren-Mercedes,56,9971512,2
2012,865,Malaysia,15,6,Felipe Massa,Ferrari,56,9989112,12
2012,865,Malaysia,16,21,Vitaly Petrov,Caterham-Renault,55,10028782,19
2012,865,Malaysia,17,24,Timo Glock,Marussia-Cosworth,55,10048617,20
2012,865,Malaysia,18,20,Heikki Kovalainen,Caterham-Renault,55,10058534,24
2012,865,Malaysia,20,25,Charles Pic,Marussia-Cosworth,54,10151813,21
2012,865,Malaysia,21,22,Pedro de la Rosa,HRT-Cosworth,54,10198452,22
2012,865,Malaysia,22,23,Narain Karthikeyan,HRT-Cosworth,54,10221772,23
2012,866,China,1,8,Nico Rosberg,Mercedes,56,5786929,1
2012,866,China,2,3,Jenson Button,McLaren-Mercedes,56,5807529,5
2012,866,China,3,4,Lewis Hamilton,McLaren-Mercedes,56,5812929,7
2012,866,China,4,2,Mark Webber,Red Bull Racing-Renault,56,5814829,6
2012,866,China,5,1,Sebastian Vettel,Red Bull Racing-Renault,56,5817329,11
2012,866,China,6,10,Romain Grosjean,Lotus-Renault,56,5818329,10
2012,866,China,7,19,Bruno Senna,Williams-Renault,56,5821429,14
2012,866,China,8,18,Pastor Maldonado,Williams-Renault,56,5822529,13
2012,866,China,9,5,Fernando Alonso,Ferrari,56,5824129,9
2012,866,China,10,14,Kamui Kobayashi,Sauber-Ferrari,56,5825629,3
2012,866,China,11,15,Sergio Perez,Sauber-Ferrari,56,5827929,8
2012,866,China,12,11,Paul di Resta,Force India-Mercedes,56,5829129,15
2012,866,China,13,6,Felipe Massa,Ferrari,56,5829629,12
2012,866,China,15,12,Nico Hulkenberg,Force India-Mercedes,56,5838129,16
2012,866,China,16,17,Jean-Eric Vergne,STR-Ferrari,56,5838629,24
2012,866,China,17,16,Daniel Ricciardo,STR-Ferrari,56,5850029,17
2012,866,China,18,21,Vitaly Petrov,Caterham-Renault,55,5870148,19
2012,866,China,19,24,Timo Glock,Marussia-Cosworth,55,5880208,20
2012,866,China,20,25,Charles Pic,Marussia-Cosworth,55,5885238,21
2012,866,China,21,22,Pedro de la Rosa,HRT-Cosworth,55,5887753,22
2012,866,China,22,23,Narain Karthikeyan,HRT-Cosworth,54,5940679,23
2012,866,China,23,20,Heikki Kovalainen,Caterham-Renault,53,6018811,18
2012,867,Bahrain,1,1,Sebastian Vettel,Red Bull Racing-Renault,57,5710990,1
2012,867,Bahrain,3,10,Romain Grosjean,Lotus-Renault,57,5721090,7
2012,867,Bahrain,4,2,Mark Webber,Red Bull Racing-Renault,57,5749690,3
2012,867,Bahrain,5,8,Nico Rosberg,Mercedes,57,5766390,5
2012,867,Bahrain,6,11,Paul di Resta,Force India-Mercedes,57,5768490,10
2012,867,Bahrain,7,5,Fernando Alonso,Ferrari,57,5768790,9
2012,867,Bahrain,8,4,Lewis Hamilton,McLaren-Mercedes,57,5769890,2
2012,867,Bahrain,9,6,Felipe Massa,Ferrari,57,5775890,14
2012,867,Bahrain,10,7,Michael Schumacher,Mercedes,57,5782390,22
2012,867,Bahrain,11,15,Sergio Perez,Sauber-Ferrari,57,5783690,8
2012,867,Bahrain,12,12,Nico Hulkenberg,Force India-Mercedes,57,5787490,13
2012,867,Bahrain,13,14,Kamui Kobayashi,Sauber-Ferrari,57,5801290,12
2012,867,Bahrain,14,17,Jean-Eric Vergne,STR-Ferrari,57,5804690,17
2012,867,Bahrain,15,16,Daniel Ricciardo,STR-Ferrari,56,5807936,6
2012,867,Bahrain,16,21,Vitaly Petrov,Caterham-Renault,56,5809559,18
2012,867,Bahrain,17,20,Heikki Kovalainen,Caterham-Renault,56,5810371,16
2012,867,Bahrain,19,24,Timo Glock,Marussia-Cosworth,55,5860873,23
2012,867,Bahrain,20,22,Pedro de la Rosa,HRT-Cosworth,55,5886124,20
2012,867,Bahrain,21,23,Narain Karthikeyan,HRT-Cosworth,55,5898750,24
2012,868,Spain,1,18,Pastor Maldonado,Williams-Renault,66,5949145,1
2012,868,Spain,2,5,Fernando Alonso,Ferrari,66,5952245,2
2012,868,Spain,4,10,Romain Grosjean,Lotus-Renault,66,5963845,3
2012,868,Spain,5,14,Kamui Kobayashi,Sauber-Ferrari,66,6013744,9
2012,868,Spain,6,1,Sebastian Vettel,Red Bull Racing-Renault,66,6016645,7
2012,868,Spain,7,8,Nico Rosberg,Mercedes,66,6027045,6
2012,868,Spain,8,4,Lewis Hamilton,McLaren-Mercedes,66,6027245,24
2012,868,Spain,9,3,Jenson Button,McLaren-Mercedes,66,6034345,10
2012,868,Spain,10,12,Nico Hulkenberg,Force India-Mercedes,65,6036814,13
2012,868,Spain,11,2,Mark Webber,Red Bull Racing-Renault,65,6038049,11
2012,868,Spain,12,17,Jean-Eric Vergne,STR-Ferrari,65,6038666,14
2012,868,Spain,13,16,Daniel Ricciardo,STR-Ferrari,65,6038975,15
2012,868,Spain,14,11,Paul di Resta,Force India-Mercedes,65,6039129,12
2012,868,Spain,15,6,Felipe Massa,Ferrari,65,6039206,16
2012,868,Spain,16,20,Heikki Kovalainen,Caterham-Renault,65,6039245,19
2012,868,Spain,17,21,Vitaly Petrov,Caterham-Renault,65,6039264,18
2012,868,Spain,18,24,Timo Glock,Marussia-Cosworth,64,6084343,21
2012,868,Spain,19,22,Pedro de la Rosa,HRT-Cosworth,63,6151952,22
2012,869,Monaco,1,2,Mark Webber,Red Bull Racing-Renault,78,6366557,1
2012,869,Monaco,2,8,Nico Rosberg,Mercedes,78,6367157,2
2012,869,Monaco,3,5,Fernando Alonso,Ferrari,78,6367457,5
2012,869,Monaco,4,1,Sebastian Vettel,Red Bull Racing-Renault,78,6367857,9
2012,869,Monaco,5,4,Lewis Hamilton,McLaren-Mercedes,78,6370657,3
2012,869,Monaco,6,6,Felipe Massa,Ferrari,78,6372657,7
2012,869,Monaco,7,11,Paul di Resta,Force India-Mercedes,78,6408057,14
2012,869,Monaco,8,12,Nico Hulkenberg,Force India-Mercedes,78,6409057,10
2012,869,Monaco,10,19,Bruno Senna,Williams-Renault,78,6411057,13
2012,869,Monaco,11,15,Sergio Perez,Sauber-Ferrari,77,6429618,23
2012,869,Monaco,12,17,Jean-Eric Vergne,STR-Ferrari,77,6438899,16
